No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category,Ratings,Google Review Count
335,Pondok Anyar Hotel,"Jl. Kubu Anyar Gg. kingkong I No.1, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
336,"FuramaXclusive Resort & Villas, Ubud","Jl. Raya Mambal Banjar Bindu, Mambal, Mekar Bhuwana, Kec. Abiansemal, Kabupaten Badung, Bali 80571, Indonesia",Abiansemal,Badung,,,Stays,,
337,Nata Ubud,"Jl. Suweta, Banjar Bentuyung, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
338,The Bandha Hotel & Suites,"Jl. Padma Utara Jl. Raya Legian, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
339,Hotel Terrace at Kuta,"Jl. Benesari No.2, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
340,Dedary Resort Ubud,"Banjar Pinjul No.8, Kenderan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
341,Adelia Residence,"86W2+PC4, Gg. IV, Pemecutan, Kec. Denpasar Bar., Kota Denpasar, Bali 80111, Indonesia",Tegallalang,Denpasar,,,Stays,,
342,La Berceuse Resort and Villa Nusa Dua by Taritiya Collection,"Jl. Desa Sawangan Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
343,Kutus Kutus Mas Ubud Villa,"Banjar Kumbuh, Jl. Cempaka, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
344,Aniniraka Resort And Spa,"Jl. Raya Tjampuhan, Sanggingan, Ubud, Sayan, Kec. Gianyar, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
345,Vico Hotel,"Jl. Pratama Gg. Bidadari No.81, Nusa dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
346,Segara Sadhu Inn Kuta,"Jl. Poppies II Gg I No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
347,SenS Hotel and Spa,"Jl. Sukma Kesuma No.1, Banjar Tebesaya, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
348,Atta Mesari Ubud,"Jl. Suweta, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
349,Anja Jimbaran,"Jl. Yoga Perkanthi No.2, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
350,The Pari Sudha,"Jl. Raya Petulu No.Br, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
351,Natya Tanah Lot,"Jl. Kawasan Wisata Tanah Lot, Beraban, Kediri, Beraban, Kediri, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82171, Indonesia",Kediri,Tabanan,,,Stays,,
352,Tira Vilagna Suites & Spa,"Jalan Shanti, Padang Mun, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",Bangli,Bangli,,,Stays,,
353,The Niche Bali,"Jl. Raya Legian No.190, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
354,Samana Residence Denpasar,"Jalan Ciung Wanara II No. 29, Sumerta Kelod, Renon, Denpasar Selatan, Denpasar City, Bali 80226, Indonesia",Selat,Denpasar,,,Stays,,
355,The Akasha Boutique Hotel,"Seminyak, Jl. Batu Belig No.999AB, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
356,Fourteen Roses Boutique Hotel Kuta,"Jl. Raya Legian No.153, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
357,The Tiing Tejakula Villas,"Br. Tegal Sumaga, Les, Kec. Tejakula, Kabupaten Buleleng, Bali 81173, Indonesia",Buleleng,Buleleng,,,Stays,,
358,Sunrise Hotel Sanur,"Jl. Bypass Ngurah Rai No.115, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
359,M BOX SEMINYAK,"Jl. Raya Seminyak No.19, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
360,OYO 1670 Likko Inn,"Jl. Suli No.11, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80234, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
361,Avani Seminyak Bali Resort,"Jl. Drupadi No.28, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
362,Yulia Beach Inn Kuta,"Jalan Pantai Kuta, Banjar Pande Mas No.43, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
363,Chillin Kuta Homestay,"Jl. Polonia I No.25X, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
364,Villa Puri Ayu,"Jl. Cemara No.4D, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
365,The Nani,"Jl. Sri Wedari, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80572, Indonesia",Ubud,Gianyar,,,Stays,,
366,Nirmala Hotel Jimbaran,"Jl. Uluwatu II No.10, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
367,Zest Legian by Swiss-Belhotel International,"Jl. Werkudara No.525, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
368,Airis Luxury Villas & Spa,"549V+WCM, Jl. Raya Uluwatu No.Km. 23, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
369,Alindra Villa,"Jl. Bypass Ngurah Rai Jl. Aneka Warga No.12, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta,Badung,,,Stays,,
370,Hotel Sentral Bali,"Jl. A. Yani No.48, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",Buleleng,Buleleng,,,Stays,,
371,La Cabane Bali,"Badung, Jl. Pantai Balangan No.54, Jimbaran, Kec. Kuta Sel., Balangan, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
372,Adi Dharma Hotel Kuta,"Jalan Benesari, Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
373,MATHIS Retreat,"Jl. Raya Lungsiakan No.62, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
374,Cicada Luxury Townhouses,"Jl. Pura Telaga Waja, Petitenget Seminyak, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia",Kuta,Badung,,,Stays,,
375,Amadea Resort & Villas Seminyak Bali,"Jalan Kayu Aya, Seminyak, Kuta, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 81360, Indonesia",Kuta,Badung,,,Stays,,
376,Adikara Renon,"Jl. Ciungwanara II No.6, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80234, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
377,Kedin's Inn,"75HC+VGR, Jl. Poppies I, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
378,The Bali Dream Villa Seminyak,"Jl. Bidadari No.108X, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
379,Home 21 Bali,"Jl. Mukti Sari No.11, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
380,The Salila Beach Resort Seminyak Bali,"Jl. Batu Belig Gg. Pelangi No.9, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
381,Ramayana Candidasa,"Jl. Raya Sengkidu, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80801, Indonesia",Karangasem,Karangasem,,,Stays,,
382,Ossotel Legian,"Jl. Padma Utara, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
383,Easton Kuta,"Gg. Nusa Indah No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
384,Kak Garden Inn,"Jl. Kubu Anyar Gg. Harley Davidson No.14, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
385,Visual Inn,"Kampung Toyapakeh, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
386,The Kanjeng Hotel Kuta,"Jl. Dewi Sartika No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
387,Restu Bali Hotel,"Jl. Raya Legian No.113, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
388,The Alley City Hotel,"Jl. By Pass Ngurah Rai, Pertokoan Raya, No. 20-21, Sanur Sel., Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
389,The Bale Villas Nusa Dua,"Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta,Badung,,,Stays,,
390,Wide Sands Beach Retreat,"Jalan Bahari, Pantai Yeh Sumbul Desa Yeh Sumbul, Medewi, Kec. Mendoyo, Kabupaten Jembrana, Bali 82261, Indonesia",Jembrana,Jembrana,,,Stays,,
391,Avisara Villa And Guesthouse,"Jl. GM Taman No.239, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
392,Awatara Boutique Resort,"Kedewatan, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
393,Sebrang Hill Bungalow,"Jalan Raya Adegan, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
394,OYO 91204 Napura Homestay,"1, Dauh Puri Kauh, Denpasar Barat, Denpasar, Dauh Puri Kauh, Kec. Denpasar Bar., Bali, 80111, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
395,Hidden Hills Villas,"Jl. Labuansait Jl. Puncak Sekapa II, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
396,The Carik Bisma Ubud,"Jl. Bisma, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
397,Rama Residence Padma,"Jl. Padma, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
398,Batukaru Garden 5 Bali Sevilla Residence,"Jl. Ken Umang No.7, Ubung Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80115, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
399,Grandmas Plus Hotel Airport,"Jl. Bypass Ngurah Rai No.99, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
400,Nirwana Beach & Resort,"Jalan Sengkidu, Jl. Raya Candidasa, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia",Karangasem,Karangasem,,,Stays,,
401,Villa Essence Seminyak,"Jalan Bali Baik No.12, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
402,Ila Villa Ubud,"Jl. Katik Lantang No.8, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
403,Cozy Residence Wedasari Bali,"Taman Wedasari 1A no 12, Padangsambian Kaja, Kec. Denpasar Bar., Kota Denpasar, Bali 80117, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
404,OYO 2280 Wisma Guntur Ii,"Jl. Sekar Jepun II No.1, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
405,Febri's Hotel & Spa,"Jalan Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
406,Hotel Vila Lumbung,"Jl. Petitenget No.1000X, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
407,Villa Mandi Ubud,"Jl. Katik Lantang, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali 80361, Indonesia",Ubud,Gianyar,,,Stays,,
408,Grand Asahan House,"Jl. Tukad Asahan No.14, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80225, Indonesia",Selat,Denpasar,,,Stays,,
409,Taman Surgawi Resort & Spa,"Tumbu, Karangasem, Karangasem, Bali 80811, Indonesia",Karangasem,Karangasem,,,Stays,,
410,Hotel Gianyar,"Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
411,Swahita Ubud,"Jalan Tirta Tawar, Kutuh, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
412,Bali Summer Hotel,"Jl. Pantai Kuta No.38, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
413,Amalfi Hotel Seminyak,"Jalan Petitenget, Kendal No.8 Seminyak, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
414,OYO 1433 Homestay Rumahku,"Gg. Sekar Sari Gg. Kesatria I No.7A, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
415,Taman Ayu 212,"Jl. Raya Pemogan No.212, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80113, Indonesia",Selat,Denpasar,,,Stays,,
416,Cattleya Pool Suite - Seminyak by Marbella,"Jl. Lb. Sari No.20, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
417,Sea Terras Suite And Luxury,"Jl. Batumulapan, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
418,Legian Paradiso Hotel,"Jl. Raya Legian No.118, Legian, Badung, Kabupaten Badung, Bali 80361, Indonesia",,Badung,,,Stays,,
419,Jay’s Villa Umalas,"85W5+8HP, Jl. Tegal Cupek, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
420,"Alam Ubud Culture, Environment Villas & Residences","Ubud, Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
421,Suites by Watermark Hotel and Spa,"Jl. Raya Uluwatu No.88, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
422,Hotel Mahajaya,"Jl. Cokroaminoto No.63, Ubung, Kec. Denpasar Utara, Kota Denpasar, Bali 80111, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
423,OYO 90690 Pondok Dukuh,"18, Jl. Dukuh Sari II No.18, 5103051004, Bali, Kabupaten Badung, Bali 80361, Indonesia",,Badung,,,Stays,,
424,OYO 1051 De Loran Hotel,"Jl. Seririt- Singaraja, Kalianget, Kec. Seririt, Kabupaten Buleleng, Bali 81152, Indonesia",Buleleng,Buleleng,,,Stays,,
425,Jimbarwana Hotel,"Jl. Udayana No.2, Baler Bale Agung, Kec. Negara, Kabupaten Jembrana, Bali 82212, Indonesia",Jembrana,Jembrana,,,Stays,,
426,The Aromas of Bali Hotel & Residence,"Jl. Lb. Bene, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
427,Visesa Ubud Resort,"Bentuyung Sakti, Visesa Ubud, Jl. Suweta, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
428,Nusabay Menjangan WHM,"Kotal Beach, West Bali National Park, Buleleng, Singaraja, Sumber Klampok, Kec. Gerokgak, Kabupaten Buleleng, Bali 81115, Indonesia",Buleleng,Buleleng,,,Stays,,
429,Arana Suite,"Jl. Dewi Ratih No.5, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
430,Dea Graha,"Jl. Bedugul No.17, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",Selat,Denpasar,,,Stays,,
431,Taman Dharmawangsa Suites,"Jl. Astina Pura Jl. Raya Kampial No.1, Nusa Dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
432,Jani's Place Cottage,"63 X, Jl. Raya Pengosekan Ubud, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
433,Taksu Nusa Dua Guest House,"Jl. Terompong Jl. Raya Nusa Dua Selatan No.27x, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
434,OYO 1848 TB'S Homestay,"Jl. Tukad Balian No.144, Renon, Denpasar Selatan, Kota Denpasar, Bali 80226, Indonesia",Selat,Denpasar,,,Stays,,
435,OYO 3975 Gita Inn,"Jl. Trijata No.51, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80223, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
436,diAtas by Art Cafe Bumbu Bali,"Jl. Siligita No.101, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
437,Askara Villa,"Jalan Betaka Canggu, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
438,Nugraha Lovina Seaview Resort and Spa,"Jl. Seririt- Singaraja, Temukus, Kec. Banjar, Kabupaten Buleleng, Bali 81152, Indonesia",Banjar,Buleleng,,,Stays,,
439,Rijasa Agung Resort & Villas,"Banjar Begawan Desa, Melinggih Kelod, Kec. Payangan, Kabupaten Gianyar, Bali 80353, Indonesia",Banjar,Gianyar,,,Stays,,
440,Collection O 91125 Puri Dewa Bharata,"Jimbaran, 55P2+V44, Ungasan, South Kuta, Badung, Bali 80364, Indonesia",Kuta,Badung,,,Stays,,
441,Kori Maharani Villas,"Jl. By Pass Ida Bagus Mantra, C9G7+G9H, Tulikup, Kec. Gianyar, Kabupaten Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
442,The Seiryu Boutique Villas,"Jl. Drupadi No.8, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
443,The Bali Dream Villa Canggu - CHSE Certified,"Canggu, Kuta Utara, Badung, Bali, Indonesia",Kuta,Badung,,,Stays,,
444,Balam Bali Villa,"Jl.Teleng no.100, Baha, Banjar, Bali, Cengkok, Mengwi, Badung, Bali 80361, Indonesia",Mengwi,Badung,,,Stays,,
445,SPOT ON 2426 Hotel Aget Jaya Ii,"Jl. Dewi Madri VIII No.5, Panjer, Kec. Denpasar Tim., Kota Denpasar, Bali 80239, Indonesia",,Denpasar,,,Stays,,
446,Agata Villas,"Jl. Raya Seminyak Gg. Keraton No.88, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
447,Puri Bali Lovina,"Jl. Mawar, Desa Kalibukbuk, Anturan, Buleleng, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",Buleleng,Buleleng,,,Stays,,
448,Kejora Suites,"Jl. Danau Tamblingan No.25, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
449,Sumberkima Hill Private Villa Retreat,"Sumberkima, Gerokgak, Buleleng, Bali, Indonesia",Buleleng,Buleleng,,,Stays,,
450,Core Hotel Benoa,"Jl. Pratama No.79, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
451,Hotel Segara Mandala,"Jalan Sudirman, Dauhwaru, Negara, Pendem, Kec. Jembrana, Kabupaten Jembrana, Bali 82217, Indonesia",Jembrana,Jembrana,,,Stays,,
452,Puri Payogan Resort,"Jl. RSI Markandya II No.27, Banjar Payogan, Desa Kedewatan Ubud, Bali 80561, In, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
453,Umasari Rice Terrace Villa,"Dusun Umabian, Desa Peken Kecamatan Marga, Peken, Kec. Tabanan, Kabupaten Tabanan, Bali 80351, Indonesia",Marga,Tabanan,,,Stays,,
454,Mimpi Resort Menjangan,"Gerokgak, Batu Ampar, Pejarakan, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
455,Bali Paradise City Hotel,"Jl. Teuku Umar Barat no. 234, Br. Pengubengan Kangin, Krobokan, Badung, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
456,Asher Bali Transit,"Jalan Bandara Ngurah Rai Baru Jl. Kemayoran No.1, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
457,Bali Caps Hostel,"Jl. Bypass Ngurah Rai No.9a, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
458,Container Smart Stay,"Dasong, Bedugul, Jl. Pak Widia, Pancasari, Kec. Sukasada, Kabupaten Buleleng, Bali 81161, Indonesia",Buleleng,Buleleng,,,Stays,,
459,Seminyak Square Hotel,"Jl. Kayu Aya No.1, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
460,De Umah Bali - Eco Tradi Home,"Br. undisan kaja, H95W+RVF, Jl. Raya Undisan, Undisan, Kec. Tembuku, Kabupaten Bangli, Bali 80671, Indonesia",Bangli,Bangli,,,Stays,,
461,Trivara Kuta,"Jl. Puri Gerenceng No.3, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
462,Canggu Village,"Canggu, Kuta Utara, Badung, Bali, Indonesia",Kuta,Badung,,,Stays,,
463,"Kuta Puri Bungalows, Villas and Resort","Poppies Lane I, Jl. Pantai Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
464,Arkamara Dijiwa Ubud,"Jl. Katik Lantang, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
465,Munduk Heaven Luxury Villas,"P37J+QVG, Jl. Munduk - Wanagiri, Munduk, Kec. Banjar, Kabupaten Buleleng, Bali 81152, Indonesia",Banjar,Buleleng,,,Stays,,
466,Ubud Lestari Villa,"Lodtunduh, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
467,Ubud Village Hotel,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
468,Lumbini Luxury Villas and Spa,"Jl. Raya Uluwatu No.38, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
469,Hotel Puriartha Ubud,"Jl. Made Lebah No.5, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
470,Pondok Sari Hotel,"Jl. Nyangnyang Sari No.7B, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
471,Canggu Dream Village,"9563+HW2, Jl. Bantan Kangin, Tibubeneng, Kec. Kuta Utara, Denpasar, Bali 80361, Indonesia",Kuta,Denpasar,,,Stays,,
472,Taman Tirta Ayu Pool & Mansion,"Jl. Puri Gerenceng No.1, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
473,The Sarining Hotel,"Jalan Gelatik Dajan Peken No.18W, Dajan Peken, Tabanan, Tabanan, Bali 82114, Indonesia",Tabanan,Tabanan,,,Stays,,
474,OYO 90547 Pondok Saren Anyar,"Jl. Raya Anggungan Lukluk , Kec. Mengwi, Badung, Lukluk, Kec. Mengwi, Bali, 80352, Indonesia",Mengwi,Badung,,,Stays,,
475,Matahari Guest House,"Jl. Tegal Wangi No.14, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
476,Ubud Raya Villa,"Jl. Raya Sayan Jl. Sindu No.Br, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
477,Three Brothers Guest House,"Jl. Hanoman No.60, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
478,Akana Boutique Hotel,"Jl. Sudamala No.19, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
479,Meruhdani Boutique Hotel Ubud,"Jl. Bisma No.3, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
480,Hotel Melamun Lovina,"Jl. Laviana Banyualit, Lovina, Jl. Desa Kalibukbuk-Anturan, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",Buleleng,Buleleng,,,Stays,,
481,Sanur Seaview Hotel,"Jl. Pengembak No.44, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
482,Melia Bali The Garden Villas (ex Melia Bali Villas and Spa Resort),"Jl.Tanjung No.26A, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
483,The Mel Homestay,"Jl. Nusa Indah No.53, Kutampi Kaler, Kec. Nusa, Kabupaten Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
484,The Galuh Pekutatan,"HR9F+JMJ, Pekutatan, Jembrana Regency, Bali 82262, Indonesia",Jembrana,Jembrana,,,Stays,,
485,Villa Ley Double Six by Best Deals Asia Hospitality,"Gg. Eddy, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
486,Samudra Boutique Hotel and Villa,"Jl. Pararaton Utama No.8, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
487,Sun Island Hotel & Spa Legian,"Jl. Raya Legian No.123, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
