No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category,Ratings,Google Review Count
641,Maha Lokha Balangan,"Jl. Pantai Balangan No.888, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
642,Ganggas Homestay,"Jalan Toyaning Gang Drupadi I No.2 Kedonganan, Jimbaran, South Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
643,Alengkong Double View,"QCFG+6C9, Songan B, Kintamani, Bangli, Bali 80652, Indonesia",Bangli,Bangli,,,Stays,,
644,Batu Ampar ECO Resort Menjangan,"The Cottage, Batu Ampar, japan mimpi, Pejarakan, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
645,Pondok Sebatu Ecolodge,"Sebatu, Tegallalang, Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
646,Teba House Ubud by ecommerceloka,"Jl. Sugriwa No.59, Kelod, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
647,Bali Seascape Beach Club,"Jl. Puri Bagus Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali 80851, Indonesia",Karangasem,Karangasem,,,Stays,,
648,Hotel Griya Ayu Inn Sanur,"Jl. Danau Buyan IV No.24, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
649,Puri Mangga Sea View Boutique Resort and Spa,"JL. Damai, Kayuputih, Lovina, Kayu Putih, Kec. Sukasada, Kabupaten Buleleng, Bali 81151, Indonesia",Buleleng,Buleleng,,,Stays,,
650,Puri Astrani by WizZeLa,"C7C8+4C9, Jl. Sekar Cemp., Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",Ubud,Gianyar,,,Stays,,
651,Villa Puri Cili Ubud,"Unnamed road, Singapadu Kaler, Kec. Sukawati, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
652,Ananda Ubud Resort,"Jl. Raya Sanggingan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
653,Made Giri Homestay,"Jl. Pungutan No.8a, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
654,Gayatri Bungalows Nusa Penida,"Jl. Batumulapan, Nusa, Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
655,Sea Breeze Candidasa Bali,"Pantai Mendira, Banjar Mendira, Desa Sengkidu, Manggis, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali 80811, Indonesia",Banjar,Karangasem,,,Stays,,
656,The Paica,"Jl. Wy Gebyag No.16, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
657,Palm Beach Hotel Bali,"Jl. Jenggala Jl. Pantai Banjar Segara No.1, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
658,The Rani Garden Bed & Breakfast,"Jl. Pulau Moyo IV No.2, Pedungan, Denpasar Selatan, Kota Denpasar, Bali 80222, Indonesia",Selat,Denpasar,,,Stays,,
659,Three Brothers Bungalows and Villas,"Jl. Raya Legian, Tengah, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
660,Di Uma Residence Hotel & Dormitory,"Jl. Tukad Badung XVI No.1001, Renon, Denpasar Selatan, Kota Denpasar, Bali 80226, Indonesia",Selat,Denpasar,,,Stays,,
661,The VinHill Studio Bali Apartment,"Jl. Tukad Badung IX No.3, Renon, Denpasar Selatan, Kota Denpasar, Bali 80234, Indonesia",Selat,Denpasar,,,Stays,,
662,OYO 3190 Pondok Putra Bersaudara,"Jl. Tukad Badung XV No.10B, Renon, Denpasar Selatan, Kota Denpasar, Bali 80226, Indonesia",Selat,Denpasar,,,Stays,,
663,Tanah Penida Bungalow,"Br. Adegan Kangin, Dusun Adegan, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
664,OYO 90302 Wisma Damai,"Jl. Tukad Banyu Sari No.8, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80113, Indonesia",,Denpasar,,,Stays,,
665,AB Kuta Hotel,"Ab Hotel Kuta, Jl. Bakung Sari, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
666,Budhi Kuta Beach Inn,"Kuta, Badung, Bali, Indonesia",Kuta,Badung,,,Stays,,
667,Khalisha Villa Medewi,"Gg. Villa Khalisha, Yeh Sumbul, Kec. Mendoyo, Kabupaten Jembrana, Bali, Indonesia",Jembrana,Jembrana,,,Stays,,
668,Balangan Inn,"Jl. Pantai Balangan, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
669,The Janan Villa,"Lingkungan,sindu klod, Jl. Pungutan No.48, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
670,The Payogan Villa Resort & Spa,"Jl. Cocoa II No.77, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
671,Puri Sunset Homestay,"Jl. Raya, Munduk, Kec. Banjar, Kabupaten Buleleng, Bali 81152, Indonesia",Banjar,Buleleng,,,Stays,,
672,Awan Bali House,"Jl. Hanoman No.11, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
673,Coliving Bali Sweet Home Kost Lengkap di Tabanan Kota,"Gg. II, Delod Peken, Kec. Tabanan, Kabupaten Tabanan, Bali 82121, Indonesia",Tabanan,Tabanan,,,Stays,,
674,Purana Boutique Resort,"Br.Kumbuh, Jl. Cempaka, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
675,Hotel Kumala Pantai,"Jl. Werkudara, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
676,Klumpu Bali Resort,"Jl. Kesari No.16B, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
677,Kali Unda Cottage,"Jl. Diponegoro No.153, Paksebali, Kec. Dawan, Kabupaten Klungkung, Bali 80761, Indonesia",Dawan,Klungkung,,,Stays,,
678,Svarna Hotel Sanur,"Jl. Danau Tamblingan No.50, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
679,Ubud Padi Villas,"Jl. Pura Ulun Carik, No 4 , Banjar, Jl. Raya Lungsiakan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
680,OYO 3307 Ayudia Residence,"Jl. Ahmad Yani Utara No.288, Peguyangan, Kec. Denpasar Utara, Kota Denpasar, Bali 80115, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
681,Jungut Guest House,"Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
682,Kuta Sari House,"Jl. Bunisari No.14, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
683,Serela Kuta by KAGUM Hotels,"Jalan Raya Kuta No. 42 XX, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
684,SEAHOUSE BALI INDAH BEACH INN,"Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
685,Argasoka Bungalows,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
686,Argasoka Bungalows,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
687,OYO 90714 Umah Pande Tabanan,"80861, Rumah Sakit Umum Daerah Tabanan, 14, Jalan Pahlawan, banjar sakenan baleran, Delod Peken desa delod peken, Bali, 82121, Delod Peken, Kec. Tabanan, Kabupaten Tabanan, Bali 82113, Indonesia",Tabanan,Tabanan,,,Stays,,
688,Kawi Resort By Pramana,"Br. Bukit, Tampaksiring, Jalan Doktor Ir. Soekarno, Sanding, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552, Indonesia",Ubud,Gianyar,,,Stays,,
689,Guesthouse 999,"Jl. Gn. Tangkuban Perahu No.999, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
690,Umah Hijau Tabanan,"Gg. I No.7A, Delod Peken, Kec. Tabanan, Kabupaten Tabanan, Bali 82113, Indonesia",Tabanan,Tabanan,,,Stays,,
691,Vista Penginapan Tabanan,"Tabanan, Tabanan, Bali, Indonesia",Tabanan,Tabanan,,,Stays,,
692,Puri Karang Besakih,"Jalan Raya Besakih, JC9W+932, Besakih, Tirtagangga, Besakih, Kec. Rendang, Kabupaten Karangasem, Bali 80863, Indonesia",Karangasem,Karangasem,,,Stays,,
693,The Sintesa Residence Jimbaran,"Jl. Kencana No.1, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
694,Dimpil Homestay,"Jl. Arjuna, Pemuteran, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
695,Sri Phala Resort & Villa,"Jl. Bypass Ngurah Rai No.35, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
696,AL Dewi Sri Villas - Nusa Penida,"Batununggul, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
697,Aashaya Jasri Resort,"Jl. Pantai Jasri, Amlapura, Subagan, Kec. Karangasem, Kabupaten Karangasem, Bali 80813, Indonesia",Karangasem,Karangasem,,,Stays,,
698,Bumi Ayu Bungalows - CHSE Certified,"Jl. Bumi Ayu No.8X, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80225, Indonesia",Selat,Denpasar,,,Stays,,
699,Sri Ratih Ubud,"Jl. Campuhan 1, Penestanan Kelod, Ubud, Sayan, Ubud, Bali, 80572, Indonesia",Ubud,Gianyar,,,Stays,,
700,L'amore Hotel Seminyak,"Jalan Gunung Atena No.19, Padangsambian Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80361, Indonesia",Ubud,Denpasar,,,Stays,,
701,New Asta Graha,"Jl. Pengeracikan No.8G, Kedonganan, Denpasar, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
702,Keramas Sacred River Village,"Jl. Selukat, Keramas, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia",Blahbatuh,Gianyar,,,Stays,,
703,Hotel Puri Bali,"Jl. Mawar, Desa Kalibukbuk, Anturan, Buleleng, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",Buleleng,Buleleng,,,Stays,,
704,Sang Tirta Farm Living Resort,"peselatan desa Belulang, Mengesta, Kec. Penebel, Kabupaten Tabanan, Bali 80152, Indonesia",Penebel,Tabanan,,,Stays,,
705,Kusuma House,"Jl Raya Kuta Gg Sehati No 2, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
706,Indigo Blue Ceningan,"Jl. Nusa Ceningan, Nusa Ceningan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 82218, Indonesia",Klungkung,Klungkung,,,Stays,,
707,Muaya Villa,"Jl. Jepun No.1 Blok C, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
708,The Legian 777,"Jl. Patimura No.49, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
709,City Garden Bali Dwipa Hotel,"Gang Poppies, Jl. Benesari, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
710,Chillhouse Lembongan Homestay,"Dusun Kelod 1, Desa Jungutbatu, Nusa Penida, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
711,Simona Hotel Canggu,"Banjar Silayukti, Jl. Raya Canggu No.69 X, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
712,Kahayana Suites,"Jl. A.A. Gede Rai, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
713,Villa JJ and Spa Ubud,"Jl. Raya Petulu, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
714,Sahaja Sawah Resort,"Tegal Mengkeb, Selemadeg Timur, Tabanan, Bali 82162, Indonesia",Selemadeg,Tabanan,,,Stays,,
715,Ubud Glassy Villas by Pramana Villas,"Ubud, Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
716,Kubu Benoa Guest House,"Jl. Pratama Gg. Guntur No.3, Nusadua Bali, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
717,Bagus Agro Pelaga,"Jl. Raya Pura Pucak Mangu, Pelaga, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",Petang,Badung,,,Stays,,
718,Bali Royal Heritage Villas,"Jl. Beraban No.18, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
719,The Kutaya Guest House,"Jl. Dewi Sartika Gg. Satelit No.5, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
720,Rama Beach Resort & Villas,"Jl. Jenggala No.31, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
721,Agung View Villa,"8F8P+C8W, Kampung Toyapakeh, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
722,Ubud 18,"Jl. Sri Wedari No.18, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
723,Taman Agung Hotel,"Jl. Danau Tamblingan No.166, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
724,OYO 1762 Hotel Astiti Graha Tanah Lot,"Jl. Tanah Lot No.264, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia",Kediri,Tabanan,,,Stays,,
725,Jangkrik Homestay,"Jl. Hanoman No.60, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
726,Rahayu Guest House Ubud,"Jl. Raya Tebongkang, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
727,Hotel Satriya Cottages,"Jl. Poppies Lane II, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
728,Tamarind Beach Bungalow Lembongan,"Jungutbatu, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
729,Dukuh Village Villas,"Banjar Dukuh, Kenderan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
730,The Village of Angels,"Banjar Jl. Mendira, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia",Banjar,Karangasem,,,Stays,,
731,Laguna Reef Hut Lembongan,"Desa Lembongan, Jungutbatu, Lembongan Island, Klungkung, Bali 80361, Indonesia",Klungkung,Klungkung,,,Stays,,
732,Tropical Garden Inn,"Jln. Ped-buyuk Jl. Kutapang Kauh, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
733,Hotel Segara Agung,"Semawang, Jl. Duyung No.43, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
734,Oki Taru Residence,"Jl. Bypass Ngurah Rai No.17, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
735,Hotel Singasari Seririt,"Jl. Gajah Mada No.61, Seririt, Buleleng, Kabupaten Buleleng, Bali 81153, Indonesia",Buleleng,Buleleng,,,Stays,,
736,Annapurna River View Villas,"Jl. Teleng No.59, Baha, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",Mengwi,Badung,,,Stays,,
737,Malibu Huts Nusa Penida,"Suana, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
738,Champlung Sari Hotel Ubud,"Jl. Monkey Forest Desa, Padang Tegal, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
739,Cameng Homestay,"Jl. Hang Tuah No.27, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
740,Bendesa Accomodation,"Jl. Raya Legian, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
741,Swastika Guest House,"Jl. Danau Tamblingan No.44, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
742,Dekara Cottages Penida,"8FCX+HX5, Jl. Raya Toya Pakeh - Ped, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
743,Fourteen Roses Beach Hotel,"Jalan Melasti, Gg Intan No.1. Legian Klod, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
744,Bayak Bali Hotel,"Jl. Mahendradatta No.99, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
745,Nakula Familiar Inn,"Jl. Nakula No.4, Dauh Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80231, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
746,Dajan Buyan Homestay,"Q42V+C34, Jl. Kedasong, Pancasari, Kec. Sukasada, Kabupaten Buleleng, Bali 81161, Indonesia",Buleleng,Buleleng,,,Stays,,
747,Bataran Garden Cottage,"8GCR+93C, Jalan Buyuk Limo, Kutampi Kaler, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
748,Amed Lodge by Sudamala Resorts,"Jl. I Ketut Natih Jl. Raya Amed, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",Abang,Karangasem,,,Stays,,
749,Nirmala Guest House,"Jalan Pantai Betuas No. 5, Desa Keramas, Medahan, Blahbatuh, Gianyar, Bali 80361, Indonesia",Blahbatuh,Gianyar,,,Stays,,
750,Risata Bali Resort & Spa,"Jl. Wana Segara, Kuta, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
751,The Sanyas Retreat,"Br. Dukuh, Desa Baturiti, Baturiti, Kec. Kerambitan, Kabupaten Tabanan, Bali 80361, Indonesia",Baturiti,Tabanan,,,Stays,,
752,Medewi Surf Lodge,"HRP6+HGV, Jl. Widuri, Utara, Medewi, Kec. Negara, Kabupaten Jembrana, Bali 82262, Indonesia",Jembrana,Jembrana,,,Stays,,
753,OYO 3096 Hotel Dewi Warsiki,"Jl. Mujair No.03, Jineng Agung, Kec. Jembrana, Kabupaten Jembrana, Bali 82253, Indonesia",Jembrana,Jembrana,,,Stays,,
754,Tarzan Marriott on Penida,"Ped, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
755,OYO 3062 Pondok Wisata Dewata,"1, Jl. Pudak 100, Batubulan, Sukawati, Gianyar, Batubulan, Kec. Sukawati, Bali, 80582, Indonesia",Ubud,Gianyar,,,Stays,,
756,Tarzan Marriott on Penida,"Ped, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
757,OYO 3062 Pondok Wisata Dewata,"1, Jl. Pudak 100, Batubulan, Sukawati, Gianyar, Batubulan, Kec. Sukawati, Bali, 80582, Indonesia",Ubud,Gianyar,,,Stays,,
758,Origin Uluwatu,"Jl. Ancak Sari, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
759,Suji Bungalow,"Jl. Poppies I Gg. Sorga, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
760,Adiwana Warnakali Resort,"Sakti, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
761,XOXO Kuta Legian Hostel,"Mataram Street Gg. Sentul No.2, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
762,Margarita Surf Hostel Canggu,"Jl. Munduk Batu Belah No.17, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",Mengwi,Badung,,,Stays,,
763,Singgahan Bungalow,"Jalan Banjar Anyar, Kp. Toyapakeh, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Banjar,Klungkung,,,Stays,,
764,Kangkung Cottages Karangasem,"Jalan Pantai Jasri, Kecamatan Subagan, GJCC+M55, Subagan, Kec. Karangasem, Kabupaten Karangasem, Bali 80363, Indonesia",Karangasem,Karangasem,,,Stays,,
765,Ariks Hotel Ubud,"Jl. Jembawan No.6, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
766,Pradana Beach Inn,"8H9F+PRC, Batununggul, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
767,Bali Eco Living Dormitory,"Jl. Tukad Balian No.162b, Semawang, Renon, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
768,Bali Diva Hotel,"Jl. Poppies I No.31, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
769,Denays Guest House Jimbaran,"JALAN BANTAS KANGIN No 6 JIMBARAN KUTA SELATAN KABUPATEN BADUNG, Jimbaran, Kec. Kuta Sel., BADUNG SELATAN, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
770,Puri Naga Beachfront Cottages,"Jl. Arjuna, Legian, Kec. Kuta Utara, Kabupaten Badung, Bali 80117, Indonesia",Kuta,Badung,,,Stays,,
771,Villa das Meer,"RX8F+752, Dencarik, Banjar, Buleleng, Bali 81152, Indonesia",Banjar,Buleleng,,,Stays,,
772,Villa Green House Penida aka Citronella Homestay,"Jl. Pendem, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
773,Yulia 2 Homestay Sanur Guesthouse,"Jl. Pantai Karang No.1, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
774,Balitung Villa Seminyak,"Seminyak, Kuta, Badung, Bali, Indonesia",Kuta,Badung,,,Stays,,
775,Abyan Guest House,"Sanur, Denpasar Selatan, Denpasar City, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
776,SPOT ON 1927 Hotel Candra Adigraha,"Jl. Nangka No.37/57, Dangin Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80361, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
777,Surf Doggie Inn,"Jl. Kuta Theater No.07, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
778,Gora Beach Inn,"75MF+37W, Jl. Raya Legian Jl. Poppies II, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
779,Svaha Private Villa Ceningan,"Le pirate beach ceningan kawan lembongan, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
780,Wonder-Land Villa,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
781,Dolphin Beach Bali,"Jalan Raya Singaraja Seririt, R2M6+QX4, Pantai Lovina, Kaliasem, Karangasem, Kabupaten Buleleng, Bali 81152, Indonesia",Buleleng,Buleleng,,,Stays,,
782,Kibu Kauh Sunrise Cottage Penida,"7FXQ+CRC, Sakti, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
783,The Alena Resort by Pramana,"Banjar Silungan, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
784,Hotel Cianjur Bali,"Jl. WR Supratman No.39, Sumerta Kaja, Kec. Denpasar Tim., Kota Denpasar, Bali 80236, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
785,Puri Padi Hotel,"Jalan Raya Pengosekan, Padang Tegal, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
786,The Radiant Hotel and Spa,"Jl. Puri Grenceng No.46, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
787,The Backyard House,"Tanjung Bungkak, Kediri, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia",Kediri,Tabanan,,,Stays,,
788,Taman Mekar Beach Inn,"Jalan Poppies Lane II No.6, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
789,Pradhana Residence,"Jl. Uluwatu Gang Soka III B No. 8, Br. Kelan, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
790,"Puri Lumbung Restaurant, Cottage & Waterpark Mengwi","Mengwi, Badung, Bali, Indonesia",Mengwi,Badung,,,Stays,,
791,Kubu B'dauh Homestay,"Gg. XV, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
792,Nusa Sedayu hotel,"8GCV+R5G, Kutampi Kaler, Nusa Penida, Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
793,Jepun Bali Hotel,"Jl Kartika Plaza Gg Kuta Pura No 9, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
794,Pertiwi Bisma 2,"Jl. Bisma, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
795,Mimpi Resort Tulamben Dive and Spa,"Mimpi Resort Tulamben, Bali, Indonesia, Tulamben, Karangasem, Kabupaten Karangasem, Bali 80853, Indonesia",Karangasem,Karangasem,,,Stays,,
